/* DATA DESCRIPTION:
Citation:	Loisel, Hubert (2018): Remote sensing reflectance, backscattering by particles at the sea surface, and non-water absorption coefficient at the sea surface over a broad range of oceanic and coastal marine environments. PANGAEA, https://doi.org/10.1594/PANGAEA.886090
Related to:	Loisel, Hubert; Stramski, Dariusz; Dessaily, David; Jamet, Cédric; Li, Linhai; Reynolds, Rick A (2018): An inverse model for estimating the optical absorption and backscattering coefficients of seawater from remote-sensing reflectance over a broad range of oceanic and coastal marine environments. Journal of Geophysical Research: Oceans, https://doi.org/10.1002/2017JC013632
Coverage:	MEDIAN LATITUDE: 29.465123 * MEDIAN LONGITUDE: 29.727755 * SOUTH-BOUND LATITUDE: 4.039730 * WEST-BOUND LONGITUDE: -53.952000 * NORTH-BOUND LATITUDE: 51.975300 * EAST-BOUND LONGITUDE: 109.252000
	DATE/TIME START: 2004-03-16T10:55:53 * DATE/TIME END: 2015-04-21T06:14:01
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	Solar zenith angle [deg] (SZA) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * COMMENT: thetas
	Remote sensing reflectance at 410 nm [1/sr] (Rrs_410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 440 nm [1/sr] (Rrs_440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 490 nm [1/sr] (Rrs_490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 510 nm [1/sr] (Rrs_510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 550 nm [1/sr] (Rrs_550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 670 nm [1/sr] (Rrs_670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Backscattering coefficient of particles, 488 nm [1/m] (bbp488) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 510 nm [1/m] (bbp510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 532 nm [1/m] (bbp532) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 650 nm [1/m] (bbp650) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 676 nm [1/m] (bbp676) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Absorption coefficient, non-water, 410 nm [1/m] (anw410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 440 nm [1/m] (anw440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 490 nm [1/m] (anw490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 510 nm [1/m] (anw510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 550 nm [1/m] (anw550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 670 nm [1/m] (anw670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
License:	Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA-3.0)
Size:	5306 data points
*/
Date/Time	Depth water [m]	Latitude	Longitude	SZA [deg]	Rrs_410 [1/sr]	Rrs_440 [1/sr]	Rrs_490 [1/sr]	Rrs_510 [1/sr]	Rrs_550 [1/sr]	Rrs_670 [1/sr]	bbp488 [1/m]	bbp510 [1/m]	bbp532 [1/m]	bbp650 [1/m]	bbp676 [1/m]	anw410 [1/m]	anw440 [1/m]	anw490 [1/m]	anw510 [1/m]	anw550 [1/m]	anw670 [1/m]
2009-06-18T06:28	0	51.4601	2.3632	66.180	0.00340	0.00388	0.00491	0.00461	0.00395	0.00110	0.00437	0.00684	0.00542	0.00411	0.00293						
2009-06-18T08:48	0	51.2532	2.1698	44.816	0.00336	0.00349	0.00421	0.00407	0.00363	0.00090	0.00639	0.00899	0.00725	0.00585	0.00474						
2009-06-18T11:03	0	51.2405	2.6335	29.253	0.00301	0.00299	0.00371	0.00387	0.00458	0.00097	0.01046	0.01348	0.01106	0.00969	0.00888						
2009-06-18T16:36	0	51.4159	2.8060	60.617	0.00348	0.00359	0.00423	0.00443	0.00507	0.00273											
2009-09-15T09:40	0	51.4197	3.2530	54.395	0.01036	0.01314	0.01984	0.02173	0.02533	0.01185	0.13645	0.13654	0.12540	0.10648	0.11176	1.027	0.822	0.542	0.466	0.358	0.245
2009-09-15T12:15	0	51.3689	3.7309	48.596	0.00939	0.01235	0.01912	0.02132	0.02513	0.01335	0.12321	0.12293	0.11266	0.09415	0.09918	1.257	0.944	0.596	0.506	0.378	0.233
2009-09-15T13:13	0	51.4179	3.5679	51.786	0.00757	0.00995	0.01546	0.01703	0.01979	0.00819	0.08404	0.08449	0.07738	0.06348	0.06649	0.977	0.749	0.490	0.421	0.324	0.223
2009-09-15T15:21	0	51.5368	3.2654	66.161	0.00997	0.01241	0.01845	0.02030	0.02412	0.01280	0.18981	0.19142	0.17741	0.15366	0.16247	1.281	1.020	0.663	0.565	0.423	0.269
2009-09-15T16:45	0	51.5822	3.0017	78.486	0.00519	0.00564	0.00746	0.00785	0.00830	0.00337	0.01461	0.01705	0.01490	0.01224	0.01246						
2009-09-16T06:30	0	51.2226	2.8553	80.300	0.01668	0.02091	0.02944	0.03246	0.03838	0.03699											
2009-09-16T07:24	0	51.1776	2.7195	72.124	0.01664	0.02090	0.02943	0.03246	0.03846	0.03884											
2009-09-16T12:59	0	51.4335	3.4746	51.168	0.01060	0.01349	0.02024	0.02223	0.02604	0.01261	0.13121	0.13019	0.11941	0.09793	0.10495	1.057	0.817	0.536	0.463	0.352	0.226
2009-09-17T10:56	0	51.7421	2.1019	50.249	0.00857	0.00983	0.01277	0.01299	0.01305	0.00479	0.01692	0.01842	0.01756	0.01536	0.01411	0.458	0.398	0.327	0.300	0.259	0.192
2009-09-17T12:25	0	51.7983	1.8811	49.862	0.02287	0.02653	0.03287	0.03493	0.03952	0.02396											
2009-09-17T13:38	0	51.8465	1.6465	54.437	0.02381	0.02774	0.03407	0.03698	0.04444	0.04209						3.784	2.926	1.917	1.606	1.088	0.392
2009-09-17T14:43	0	51.8763	1.5190	61.297	0.01350	0.01761	0.02400	0.02705	0.03485	0.03728											
2009-09-17T16:07	0	51.9170	1.4314	72.553	0.01251	0.01641	0.02258	0.02538	0.03237	0.02807	0.55663	0.55034	0.47336			3.047	2.359	1.531	1.316	0.893	0.350
2009-09-18T06:11	0	51.3977	3.3017	83.617	0.01339	0.01708	0.02465	0.02703	0.03138	0.02092	0.45165	0.44695	0.38682	0.25428		2.242	1.737	1.090	0.910	0.643	0.339
2009-09-18T06:52	0	51.3788	3.2113	77.302	0.01381	0.01720	0.02376	0.02586	0.02987	0.02471						4.426	3.479	2.150	1.793	1.231	0.530
2009-09-18T07:23	0	51.3748	3.1931	72.683	0.01344	0.01701	0.02436	0.02673	0.03134	0.02250	0.53763	0.52885	0.45192			2.501	1.928	1.199	1.002	0.702	0.355
2009-10-12T11:45	0	4.9820	-52.1800	53.768	0.01147	0.01470	0.02055	0.02236	0.02558	0.01091	0.11328	0.11056	0.10314	0.07051	0.09239	0.901	0.680	0.422	0.341	0.239	0.085
2009-10-12T13:24	0	5.0650	-52.1730	30.240	0.00792	0.01093	0.01649	0.01759	0.01910	0.00508	0.05115	0.05243	0.04782	0.03357	0.04330	0.495	0.367	0.215	0.167	0.111	0.054
2009-10-12T16:43	0	4.8810	-52.1960	24.991	0.01332	0.01678	0.02272	0.02523	0.03133	0.02950											
2009-10-12T17:33	0	4.8640	-52.2320	36.395	0.01395	0.01761	0.02374	0.02629	0.03239	0.03509											
2009-10-12T18:23	0	4.8437	-51.2850	49.262	0.00824	0.01089	0.01676	0.01919	0.02530	0.01599	0.50466	0.49471	0.41345	0.25236							
2009-10-13T12:20	0	4.8510	-51.9170	45.050	0.00597	0.00922	0.01787	0.02015	0.02432	0.01114	0.18219	0.17766	0.16423	0.10936	0.14611	1.209	0.898	0.553	0.448	0.298	0.093
2009-10-13T13:11	0	4.8154	-51.9440	33.009	0.00496	0.00936	0.01621	0.01845	0.02293	0.01035	0.18959	0.18480	0.17169	0.11378	0.14550	1.361	1.023	0.635	0.516	0.351	0.116
2009-10-13T14:37	0	4.6780	-51.9400	15.227	0.01301	0.01701	0.02330	0.02605	0.03258	0.04077											
2009-10-13T15:56	0	4.7080	-51.9640	16.079	0.01068	0.01385	0.01953	0.02185	0.02756	0.02147	0.48390	0.47377	0.41000	0.24412		4.075	3.152	2.043	1.690	1.139	0.372
2009-10-13T16:30	0	4.7430	-51.9630	22.572	0.00757	0.00991	0.01486	0.01673	0.02141	0.01011	0.18923	0.18726	0.14051	0.08984	0.11586	2.715	2.094	1.376	1.129	0.777	0.208
2009-10-13T18:48	0	4.5890	-51.6860	55.020	0.01175	0.01582	0.02237	0.02499	0.03090	0.02852	0.48097	0.47418	0.41351								
2009-10-13T19:36	0	4.5520	-51.6740	66.757	0.01188	0.01609	0.02271	0.02547	0.03180	0.03460											
2009-10-13T20:34	0	4.4590	-51.6710	81.016	0.00908	0.01240	0.01850	0.02093	0.02708	0.02270	0.63089	0.57983									
2009-10-14T18:51	0	5.2130	-52.6090	55.122	0.00385	0.00570	0.00960	0.01112	0.01516	0.01089	0.41165	0.39600	0.34749	0.22409		3.220	2.537	1.693	1.423	0.998	0.347
2009-10-14T19:24	0	5.2480	-52.6010	63.161	0.00712	0.00821	0.01210	0.01353	0.01735	0.00670	0.08180	0.08288	0.07574	0.05425	0.07032	0.991	0.788	0.484	0.392	0.257	0.178
2009-10-14T19:55	0	5.2750	-52.5980	70.748	0.00497	0.00711	0.01150	0.01253	0.01458	0.00417	0.07651	0.07714	0.07117	0.04884	0.06398	0.712	0.517	0.309	0.248	0.175	0.094
2009-10-14T20:43	0	5.3040	-52.5820	82.557	0.01209	0.01464	0.02003	0.02154	0.02472	0.01062	0.12184	0.12147	0.11175	0.07807	0.10226	0.979	0.759	0.494	0.410	0.297	0.129
2009-10-15T12:04	0	5.5330	-53.0070	50.194	0.01050	0.01374	0.02019	0.02273	0.02881	0.02370											
2009-10-15T13:20	0	5.6150	-52.9990	32.417	0.00306	0.00566	0.01004	0.01183	0.01659	0.00771	0.22898	0.22389	0.20872	0.14058	0.18777	1.767	1.397	0.905	0.755	0.518	0.256
2009-10-15T14:33	0	5.6670	-53.0100	17.794	0.00531	0.00605	0.01048	0.01177	0.01530	0.00469	0.06578	0.06662	0.06224	0.04316	0.05643	0.713	0.573	0.347	0.275	0.174	0.140
2009-10-15T17:05	0	5.7740	-53.3440	29.910	0.00635	0.00739	0.01136	0.01226	0.01439	0.00367	0.04701	0.04844	0.04489	0.02958	0.04012	0.509	0.413	0.233	0.192	0.118	0.114
2009-10-16T14:37	0	5.7810	-53.9520	18.106	0.01152	0.01509	0.02151	0.02407	0.03015	0.03009											
2009-10-16T16:43	0	5.8320	-53.8930	25.024	0.01140	0.01378	0.01929	0.02123	0.02595	0.01249	0.16403	0.16357	0.15054	0.10301	0.13480	1.378	1.085	0.686	0.563	0.378	0.178
2009-10-16T18:21	0	5.8970	-53.8520	47.196	0.00847	0.01032	0.01566	0.01726	0.02091	0.00708	0.09741	0.10062	0.08884	0.06124	0.08198	0.851	0.692	0.430	0.342	0.231	0.129
2009-10-16T19:16	0	5.9790	-53.8240	60.434	0.00779	0.00899	0.01349	0.01487	0.01812	0.00523	0.06944	0.07136	0.06686	0.04440	0.05765	0.646	0.533	0.322	0.252	0.167	0.110
2009-10-17T13:09	0	5.2010	-52.5770	34.558	0.00936	0.01164	0.01730	0.01956	0.02530	0.01359	0.28506	0.28140	0.25953	0.17470	0.22872	2.151	1.745	1.154	0.941	0.721	0.198
2009-10-17T14:00	0	5.1690	-52.4970	23.464	0.00369	0.00494	0.00826	0.00941	0.01238	0.00414	0.09506	0.09565	0.08884	0.06060	0.08040	1.018	0.792	0.487	0.393	0.260	0.147
2009-10-17T15:30	0	5.1070	-52.3810	14.573	0.01132	0.01415	0.01991	0.02233	0.02800	0.01634	0.37459	0.36613	0.34505	0.22184	0.22282	2.515	1.981	1.290	1.074	0.731	0.284
2009-10-17T17:42	0	5.0400	-52.3090	39.355	0.00882	0.01031	0.01498	0.01681	0.02130	0.00912	0.08781	0.08936	0.08074	0.05538	0.07502	0.939	0.744	0.453	0.364	0.243	0.147
2010-01-26T09:00	0	51.4267	3.0517	80.485	0.01353	0.01830	0.02718	0.02964	0.03335	0.02071						1.445	1.066	0.653	0.557	0.393	0.192
2010-01-26T10:05	0	51.4267	3.0517	74.672	0.01783	0.02260	0.03189	0.03431	0.03793	0.02272	0.19153	0.19371	0.17421	0.16571	0.14458	0.984	0.702	0.437	0.376	0.270	0.150
2010-01-26T12:01	0	51.4267	3.0517	70.350	0.01109	0.01616	0.02548	0.02777	0.03099	0.01454	0.17403	0.17901	0.16136	0.15245	0.13317	0.911	0.653	0.413	0.357	0.259	0.145
2010-01-26T12:57	0	51.4267	3.0517	71.463	0.01220	0.01762	0.02782	0.03037	0.03402	0.01604	0.18082	0.18363	0.16715	0.15737	0.13753	0.931	0.670	0.423	0.365	0.265	0.147
2010-01-26T14:57	0	51.4267	3.0517	80.351	0.01636	0.02062	0.02865	0.03109	0.03514	0.02737	0.62181	0.61340				2.503	1.858	1.110	0.920	0.618	0.260
2010-01-26T16:00	0	51.4267	3.0517	87.669	0.02062	0.02516	0.03387	0.03659	0.04107	0.03294	0.64007	0.62543				2.671	1.956	1.159	0.955	0.657	0.294
2010-01-27T09:42	0	51.4183	3.2515	76.163	0.01270	0.01703	0.02547	0.02826	0.03335	0.02675	0.54362	0.53942	0.44394			2.462	1.831	1.130	0.947	0.657	0.277
2010-01-27T10:46	0	51.4174	3.3917	71.858	0.01339	0.01772	0.02609	0.02894	0.03421	0.03023						3.702	2.818	1.734	1.441	0.994	0.394
2010-01-27T12:05	0	51.4186	3.5822	70.109	0.01134	0.01566	0.02414	0.02683	0.03151	0.02066	0.30899	0.31840	0.28812	0.25314	0.22902	1.734	1.243	0.756	0.633	0.443	0.212
2010-04-20T08:44	0	51.5836	3.0073	54.586	0.00248	0.00237	0.00267	0.00308	0.00434	0.00268	0.02112	0.02301	0.02094	0.02220	0.02007	0.736	0.604	0.446	0.389	0.298	0.285
2010-04-20T10:48	0	51.7435	2.7463	42.270	0.00286	0.00249	0.00270	0.00322	0.00479	0.00162	0.01275	0.01240	0.01084	0.01269	0.01071						
2010-04-20T12:13	0	51.7210	2.6679	40.805	0.00301	0.00273	0.00326	0.00404	0.00593	0.00168	0.01483	0.01557	0.01386	0.01506	0.01310	0.592	0.503	0.423	0.390	0.396	0.341
2010-04-20T13:46	0	51.6847	2.4191	46.902	0.00827	0.00857	0.01176	0.01472	0.02199	0.00809						1.121	1.033	1.007	1.041	1.010	0.966
2010-04-20T16:19	0	51.4581	2.3546	67.280	0.00363	0.00359	0.00461	0.00568	0.00767	0.00191	0.01816	0.02076	0.01776	0.01905	0.01645	0.574	0.477	0.391	0.374	0.370	0.288
2010-04-20T18:16	0	51.2573	2.4321	85.387	0.00249	0.00251	0.00337	0.00445	0.00726	0.00420	0.03305	0.03593	0.03167	0.03273	0.03131						
2010-04-21T06:20	0	51.6771	2.3647	76.146	0.00158	0.00191	0.00333	0.00439	0.00626	0.00175	0.01391	0.01593	0.01485	0.01621	0.01467	0.428	0.364	0.302	0.287	0.263	0.237
2010-04-21T07:51	0	51.7188	2.1112	62.442	0.00211	0.00233	0.00344	0.00424	0.00611	0.00188	0.01451	0.01569	0.01453	0.01710	0.01481	0.495	0.431	0.376	0.361	0.342	0.280
2010-04-21T09:26	0	51.7907	1.8962	49.730	0.00642	0.00815	0.01154	0.01257	0.01542	0.00456	0.07532	0.07706	0.07480	0.07743	0.06462	0.686	0.555	0.425	0.385	0.293	0.211
2010-04-21T10:12	0	51.7859	1.8945	44.859	0.00676	0.00849	0.01175	0.01265	0.01511	0.00447	0.06886	0.06944	0.06656	0.06501	0.05508	0.653	0.515	0.390	0.355	0.272	0.204
2010-04-22T07:10	0	51.2237	2.8578	67.725	0.00670	0.00818	0.01243	0.01451	0.01967	0.01033	0.17075	0.16969	0.15625	0.14708	0.12838	1.823	1.459	0.920	0.752	0.485	0.497
2010-04-22T11:17	0	51.4144	2.8089	39.962	0.00219	0.00225	0.00267	0.00298	0.00386	0.00155	0.01653	0.01761	0.01527	0.01588	0.01449	0.794	0.597	0.422	0.379	0.294	0.231
2010-04-22T12:02	0	51.4488	2.8101	39.644	0.00250	0.00260	0.00308	0.00335	0.00406	0.00142	0.01366	0.01335	0.01150	0.01195	0.01113	0.720	0.546	0.393	0.354	0.284	0.212
2010-04-23T06:50	0	51.5167	3.3150	70.357	0.00319	0.00292	0.00325	0.00391	0.00602	0.00330	0.07334	0.07514	0.07212	0.07281	0.06542	1.264	1.105	0.808	0.671	0.464	0.435
2010-04-23T08:20	0	51.4510	3.2394	56.877	0.01270	0.01703	0.02547	0.02826	0.03335	0.02675						1.951	1.906	1.498	1.176	0.750	0.838
2010-04-23T09:03	0	51.3770	3.2113	50.996	0.00549	0.00628	0.00891	0.01069	0.01503	0.00699	0.12814	0.12694	0.12045	0.11343	0.10090	1.641	1.399	1.010	0.817	0.542	0.538
2010-06-07T14:59	0	51.3931	2.5050	46.554	0.00127	0.00130	0.00154	0.00155	0.00176	0.00054	0.00536	0.00587	0.00416	0.00510	0.00474	0.976	0.479	0.229	0.176	0.094	0.092
2010-06-07T16:48	0	51.3992	2.1118	63.076	0.00193	0.00194	0.00227	0.00228	0.00239	0.00104	0.00359	0.00418	0.00254	0.00379	0.00383	0.405	0.256	0.119	0.089	0.042	0.070
2010-06-10T08:36	0	48.2835	-4.7554	50.314	0.00393	0.00382	0.00415	0.00394	0.00353	0.00142	0.00240	0.00287	0.00109	0.00225	0.00257	0.258	0.148	0.061	0.043	0.010	0.034
2010-06-12T11:15	0	46.9483	-5.3696	27.253	0.00442	0.00443	0.00473	0.00426	0.00344	0.00164						0.180	0.095	0.041	0.029	0.005	0.016
2010-06-13T08:41	0	46.8178	-5.0972	49.381	0.00442	0.00443	0.00473	0.00426	0.00344	0.00164						0.191	0.097	0.037	0.026	0.005	0.018
2010-06-13T10:47	0	46.9591	-5.3287	30.327	0.00434	0.00401	0.00395	0.00350	0.00264	0.00062						0.181	0.097	0.036	0.022	0.004	0.021
2010-06-13T13:08	0	46.9275	-5.4591	25.577	0.00533	0.00510	0.00508	0.00446	0.00341	0.00113						0.181	0.096	0.034	0.019	0.001	0.019
2010-07-05T16:22	0	51.4098	2.8264	58.422	0.00203	0.00276	0.00455	0.00497	0.00548	0.00151	0.01425	0.01431	0.01187	0.01066	0.01157	0.835	0.594	0.384	0.338	0.272	0.188
2010-07-05T18:03	0	51.5827	3.0103	73.957	0.00189	0.00220	0.00314	0.00337	0.00379	0.00113	0.00678	0.00716	0.00521	0.00574	0.00612	0.723	0.527	0.357	0.317	0.260	0.195
2010-07-06T06:45	0	51.6193	2.8163	64.263	0.00260	0.00267	0.00302	0.00298	0.00291	0.00115	0.00367	0.00430	0.00240	0.00353	0.00367						
2010-07-06T08:07	0	51.7493	2.7014	51.694	0.00215	0.00238	0.00296	0.00294	0.00283	0.00070	0.00397	0.00443	0.00258	0.00389	0.00403						
2010-07-06T10:11	0	51.6817	2.4229	35.104	0.00254	0.00276	0.00341	0.00341	0.00337	0.00107	0.00435	0.00483	0.00296	0.00401	0.00425	0.507	0.400	0.303	0.282	0.251	0.198
2010-07-06T11:54	0	51.7349	2.1158	28.951	0.00243	0.00268	0.00328	0.00311	0.00272	0.00071	0.00222	0.00267	0.00110	0.00220	0.00251	0.395	0.326	0.297	0.269	0.229	0.187
2010-07-06T13:35	0	51.7799	1.8780	34.642	0.00292	0.00359	0.00517	0.00539	0.00544	0.00089	0.00821	0.00851	0.00660	0.00684	0.00704	0.476	0.385	0.299	0.277	0.241	0.186
2010-07-06T15:03	0	51.8481	1.6532	45.803	0.00326	0.00414	0.00620	0.00681	0.00788	0.00207	0.01676	0.01747	0.01576	0.01651	0.01616	0.504	0.402	0.308	0.281	0.239	0.191
2010-07-06T16:34	0	51.8747	1.4808	59.449	0.00516	0.00737	0.01152	0.01298	0.01610	0.00648	0.08590	0.08805	0.08348	0.08215	0.08056	0.898	0.701	0.496	0.437	0.335	0.215
2010-07-06T18:06	0	51.9174	1.4349	73.349	0.00599	0.00809	0.01194	0.01314	0.01545	0.00567	0.05873	0.05872	0.05499	0.05298	0.05180	0.730	0.565	0.404	0.357	0.281	0.194
2010-07-07T10:41	0	51.3778	3.2203	31.719	0.00661	0.00861	0.01374	0.01545	0.01913	0.00841	0.10858	0.10618	0.09922	0.08415	0.08888	1.231	0.915	0.590	0.510	0.372	0.268
2010-07-07T11:40	0	51.3880	3.3076	28.786	0.00668	0.00871	0.01383	0.01551	0.01885	0.00787	0.09574	0.09306	0.08590	0.06917	0.07491	1.165	0.866	0.548	0.470	0.349	0.261
2010-07-07T13:10	0	51.4172	3.5410	32.666	0.00364	0.00483	0.00827	0.00947	0.01167	0.00428	0.05464	0.05310	0.04923	0.03920	0.04391	1.175	0.856	0.538	0.465	0.350	0.240
2010-07-07T14:44	0	51.4171	3.2473	43.887	0.00534	0.00675	0.01060	0.01191	0.01367	0.00575	0.04946	0.04816	0.04406	0.03600	0.03916	1.048	0.785	0.504	0.436	0.343	0.258
2010-07-07T16:05	0	51.3584	3.1026	55.934	0.00620	0.00816	0.01330	0.01504	0.01837	0.00773	0.10850	0.10510	0.09861	0.07987	0.08544	1.254	0.930	0.582	0.496	0.371	0.271
2010-07-08T07:40	0	51.2261	2.8625	56.011	0.00766	0.01050	0.01712	0.01910	0.02252	0.00999	0.09932	0.09722	0.08940	0.07490	0.07907	1.250	0.884	0.531	0.454	0.340	0.228
2010-07-08T08:40	0	51.1716	2.7188	46.829	0.00529	0.00747	0.01231	0.01408	0.01837	0.00846	0.10839	0.10814	0.10372	0.08845	0.09731	1.343	0.933	0.566	0.482	0.355	0.221
2010-07-08T11:06	0	51.2665	2.4748	30.208	0.00337	0.00384	0.00529	0.00585	0.00662	0.00198	0.01540	0.01546	0.01289	0.01265	0.01356	0.668	0.527	0.375	0.331	0.263	0.200
2010-07-08T13:35	0	51.4574	2.3497	34.757	0.00219	0.00247	0.00332	0.00349	0.00350	0.00105	0.00722	0.00774	0.00573	0.00620	0.00680	0.619	0.479	0.340	0.305	0.258	0.190
2010-07-08T17:59	0	51.3754	3.1925	73.663	0.00522	0.00748	0.01298	0.01488	0.01841	0.00833	0.10746	0.10425	0.09703	0.07541	0.08395	1.281	0.961	0.607	0.519	0.384	0.293
2010-07-09T10:03	0	51.3590	3.1322	35.797	0.00706	0.00958	0.01528	0.01716	0.02100	0.01154	0.24126	0.23653	0.22593	0.17451	0.19852	1.681	1.245	0.762	0.640	0.463	0.282
2010-10-17T11:30	0	5.2854	-52.7212	57.940	0.00151	0.00284	0.00744	0.00978	0.01633	0.00797	0.29265	0.28792	0.27006	0.18077	0.23783	2.099	1.653	1.054	0.873	0.588	0.295
2010-10-17T13:43	0	5.3322	-52.7152	27.051	0.00086	0.00095	0.00287	0.00398	0.00786	0.00260						1.268	1.007	0.654	0.542	0.363	0.169
2010-10-17T17:17	0	5.2625	-52.6994	33.545	0.00291	0.00468	0.00832	0.00962	0.01268	0.00532	0.25195	0.24430	0.22647	0.15257	0.21656	1.828	1.416	0.927	0.778	0.531	0.174
2010-10-18T12:19	0	5.1859	-52.5226	46.205	0.00247	0.00365	0.00663	0.00745	0.00921	0.00166	0.06697	0.06684	0.06162	0.04337	0.05603	0.659	0.508	0.325	0.270	0.189	0.081
2010-10-18T13:52	0	5.1383	-52.5615	25.109	0.00465	0.00703	0.01203	0.01362	0.01744	0.00631	0.15241	0.14943	0.13769	0.09958	0.13320	1.101	0.829	0.530	0.440	0.297	0.107
2010-10-18T18:10	0	5.2252	-52.5992	46.059	0.00233	0.00346	0.00651	0.00729	0.00932	0.00122						0.679	0.515	0.314	0.252	0.169	0.076
2010-10-18T19:07	0	5.2852	-52.6372	59.528	0.00385	0.00525	0.00850	0.00953	0.01238	0.00394	0.07583	0.07520	0.06894	0.04762	0.06321	0.717	0.566	0.363	0.293	0.200	0.082
2010-10-19T17:44	0	5.2858	-52.7247	39.858	0.00264	0.00518	0.01167	0.01427	0.02025	0.00980	0.25435	0.24879	0.23256	0.14991	0.21061	1.752	1.357	0.869	0.719	0.492	0.155
2010-10-20T13:36	0	5.2140	-52.5938	28.982	0.01706	0.02686	0.03715	0.03889	0.04239	0.01481											
2010-10-20T14:37	0	5.2423	-52.5760	17.905	0.00301	0.00519	0.00939	0.01039	0.01233	0.00267						0.944	0.723	0.463	0.384	0.266	0.090
2010-10-20T15:36	0	5.2697	-52.5563	16.231	0.01481	0.02111	0.02925	0.02947	0.02791	0.00480						0.504	0.368	0.220	0.175	0.121	0.048
2010-10-21T15:52	0	4.9094	-52.2200	18.215	0.00075	0.00148	0.00503	0.00715	0.01313	0.01291						6.703	5.268	3.495	2.920	1.994	0.533
2011-11-07T06:31	0	20.9026	107.0320	46.661	0.00341	0.00498	0.00797	0.00884	0.01054	0.00282	0.05514	0.05294	0.05177	0.03879	0.04592	0.719	0.606	0.445	0.386	0.293	0.208
